주성분코드_9,ATC코드,주성분명,주성분코드_5
320000BIJ,B05BB04,electrolytes in combination with other drugs,3200B
349000BIJ,B05BB04,electrolytes in combination with other drugs,3490B
320600BIJ,B05BB02,electrolytes with carbohydrates,3206B
512700BIJ,B05BB01,electrolytes,5127B
512800BIJ,B05BB01,electrolytes,5128B
320700BIJ,B05BB01,electrolytes,3207B
349400BIJ,B05BB01,electrolytes,3494B
320900BIJ,B05BB02,electrolytes with carbohydrates,3209B
349500BIJ,B05BB02,electrolytes with carbohydrates,3495B
389800BIJ,B05BB02,electrolytes with carbohydrates,3898B
519400BIJ,B05BB01,electrolytes,5194B
518100BIJ,B05BB01,electrolytes,5181B
496700BIJ,B05BB01,electrolytes,4967B
152904BIJ,B02BD08,coagulation factor VIIa,1529B
152905BIJ,B02BD08,coagulation factor VIIa,1529B
152906BIJ,B02BD08,coagulation factor VIIa,1529B
168430BIJ,B02BX03,batroxobin,1684B
168431BIJ,B02BX03,batroxobin,1684B
242531BIJ,B02AA02,tranexamic acid,2425B
242530BIJ,B02AA02,tranexamic acid,2425B
650701BIJ,V03AB37,idarucizumab,6507B
140232BIJ,B01AB04,dalteparin,1402B
140230BIJ,B01AB04,dalteparin,1402B
140234BIJ,B01AB04,dalteparin,1402B
140231BIJ,B01AB04,dalteparin,1402B
140233BIJ,B01AB04,dalteparin,1402B
152130BIJ,B01AB05,enoxaparin,1521B
152131BIJ,B01AB05,enoxaparin,1521B
152132BIJ,B01AB05,enoxaparin,1521B
152133BIJ,B01AB05,enoxaparin,1521B
152134BIJ,B01AB05,enoxaparin,1521B
168636BIJ,B01AB01,heparin,1686B
168630BIJ,B01AB01,heparin,1686B
168632BIJ,B01AB01,heparin,1686B
168637BIJ,B01AB01,heparin,1686B
168638BIJ,B01AB01,heparin,1686B
168631BIJ,B01AB01,heparin,1686B
198430BIJ,B01AB06,nadroparin,1984B
198432BIJ,B01AB06,nadroparin,1984B
380700BIJ,B01AX,Other antithrombotic agents,3807B
450130BIJ,B01AX05,fondaparinux,4501B
465830BIJ,B01AB12,bemiparin,4658B
465831BIJ,B01AB12,bemiparin,4658B
650501BIJ,B01AX01,defibrotide,6505B
158930BIJ,L03AA02,filgrastim,1589B
158931BIJ,L03AA02,filgrastim,1589B
158932BIJ,L03AA02,filgrastim,1589B
158934BIJ,L03AA02,filgrastim,1589B
158935BIJ,L03AA02,filgrastim,1589B
158936BIJ,L03AA02,filgrastim,1589B
158933BIJ,L03AA02,filgrastim,1589B
181801BIJ,L03AA10,lenograstim,1818B
181802BIJ,L03AA10,lenograstim,1818B
181803BIJ,L03AA10,lenograstim,1818B
618830BIJ,L03AA13,pegfilgrastim,6188B
628330BIJ,L03AA,Colony stimulating factors,6283B
633130BIJ,L03AA17,pegteograstim,6331B
684901BIJ,L03AA14,lipegfilgrastim,6849B
210430BIJ,B05AA07,hydroxyethylstarch,2104B
216030BIJ,B05XA06,"potassium phosphate, incl. combinations with other potassium salts",2160B
220330BIJ,V03AB14,protamine,2203B
319200BIJ,B05AA07,hydroxyethylstarch,3192B
321000BIJ,B05XA30,combinations of electrolytes,3210B
431630BIJ,B02BD02,coagulation factor VIII,4316B
431631BIJ,B02BD02,coagulation factor VIII,4316B
431632BIJ,B02BD02,coagulation factor VIII,4316B
431633BIJ,B02BD02,coagulation factor VIII,4316B
431730BIJ,B02BD04,coagulation factor IX,4317B
431731BIJ,B02BD04,coagulation factor IX,4317B
431732BIJ,B02BD04,coagulation factor IX,4317B
431733BIJ,B02BD04,coagulation factor IX,4317B
431734BIJ,B02BD04,coagulation factor IX,4317B
486601BIJ,B02BD02,coagulation factor VIII,4866B
486602BIJ,B02BD02,coagulation factor VIII,4866B
486603BIJ,B02BD02,coagulation factor VIII,4866B
486604BIJ,B02BD02,coagulation factor VIII,4866B
486605BIJ,B02BD02,coagulation factor VIII,4866B
488300BIJ,B05XA31,electrolytes in combination with other drugs,4883B
506230BIJ,B02BD02,coagulation factor VIII,5062B
506231BIJ,B02BD02,coagulation factor VIII,5062B
506232BIJ,B02BD02,coagulation factor VIII,5062B
590530BIJ,L03AX16,plerixafor,5905B
607800BIJ,B05AA07,hydroxyethylstarch,6078B
615401BIJ,B02BX04,romiplostim,6154B
649701BIJ,B02BD04,coagulation factor IX,6497B
649702BIJ,B02BD04,coagulation factor IX,6497B
649703BIJ,B02BD04,coagulation factor IX,6497B
649704BIJ,B02BD04,coagulation factor IX,6497B
649705BIJ,B02BD04,coagulation factor IX,6497B
666801BIJ,B02BD04,coagulation factor IX,6668B
666802BIJ,B02BD04,coagulation factor IX,6668B
666803BIJ,B02BD04,coagulation factor IX,6668B
666804BIJ,B02BD04,coagulation factor IX,6668B
666805BIJ,B02BD04,coagulation factor IX,6668B
670201BIJ,B02BD02,coagulation factor VIII,6702B
670202BIJ,B02BD02,coagulation factor VIII,6702B
670203BIJ,B02BD02,coagulation factor VIII,6702B
670204BIJ,B02BD02,coagulation factor VIII,6702B
670501BIJ,B02BD02,coagulation factor VIII,6705B
670502BIJ,B02BD02,coagulation factor VIII,6705B
670503BIJ,B02BD02,coagulation factor VIII,6705B
670504BIJ,B02BD02,coagulation factor VIII,6705B
670505BIJ,B02BD02,coagulation factor VIII,6705B
676702BIJ,B02BX06,emicizumab,6767B
676703BIJ,B02BX06,emicizumab,6767B
676704BIJ,B02BX06,emicizumab,6767B
676705BIJ,B02BX06,emicizumab,6767B
676701BIJ,B02BX06,emicizumab,6767B
694301BIJ,B02BD02,coagulation factor VIII,6943B
694302BIJ,B02BD02,coagulation factor VIII,6943B
694303BIJ,B02BD02,coagulation factor VIII,6943B
694304BIJ,B02BD02,coagulation factor VIII,6943B
694305BIJ,B02BD02,coagulation factor VIII,6943B
700001BIJ,L03AA19,eflapegrastim,7000B
720901BIJ,B02BD14,susoctocog alfa,7209B
724101BIJ,B02BD02,coagulation factor VIII,7241B
724102BIJ,B02BD02,coagulation factor VIII,7241B
724103BIJ,B02BD02,coagulation factor VIII,7241B
724104BIJ,B02BD02,coagulation factor VIII,7241B
733001BIJ,B02BD04,coagulation factor IX,7330B
733002BIJ,B02BD04,coagulation factor IX,7330B
733003BIJ,B02BD04,coagulation factor IX,7330B
733004BIJ,B02BD04,coagulation factor IX,7330B
228503BIS,B05ZA,"Hemodialytics, concentrates",2285B
228505BIS,B05ZA,"Hemodialytics, concentrates",2285B
228506BIS,B05ZA,"Hemodialytics, concentrates",2285B
228509BIS,B05ZA,"Hemodialytics, concentrates",2285B
228526BIS,B05ZA,"Hemodialytics, concentrates",2285B
228519BIS,B05ZA,"Hemodialytics, concentrates",2285B
228535BIS,B05ZA,"Hemodialytics, concentrates",2285B
228504BIS,B05ZA,"Hemodialytics, concentrates",2285B
228515BIS,B05ZA,"Hemodialytics, concentrates",2285B
228518BIS,B05ZA,"Hemodialytics, concentrates",2285B
228523BIS,B05ZA,"Hemodialytics, concentrates",2285B
228531BIS,B05ZA,"Hemodialytics, concentrates",2285B
228532BIS,B05ZA,"Hemodialytics, concentrates",2285B
350400BIS,B05ZA,"Hemodialytics, concentrates",3504B
510300BIS,B05ZA,"Hemodialytics, concentrates",5103B
322800BIS,B05ZA,"Hemodialytics, concentrates",3228B
606600BIS,B05ZA,"Hemodialytics, concentrates",6066B
606700BIS,B05ZA,"Hemodialytics, concentrates",6067B
669500BIS,B05ZA,"Hemodialytics, concentrates",6695B
479300BIS,B05ZA,"Hemodialytics, concentrates",4793B
323200BIS,B05ZA,"Hemodialytics, concentrates",3232B
510200BIS,B05ZA,"Hemodialytics, concentrates",5102B
323400BIS,B05ZA,"Hemodialytics, concentrates",3234B
473100BIS,B05ZA,"Hemodialytics, concentrates",4731B
510100BIS,B05ZA,"Hemodialytics, concentrates",5101B
650300BIS,B05ZA,"Hemodialytics, concentrates",6503B
365900BIS,B05DB,Hypertonic solutions,3659B
366000BIS,B05DB,Hypertonic solutions,3660B
429900BIS,B05ZB,Hemofiltrates,4299B
478900BIS,B05ZA,"Hemodialytics, concentrates",4789B
479500BIS,B05ZA,"Hemodialytics, concentrates",4795B
645100BIS,B05ZA,"Hemodialytics, concentrates",6451B
463700BIS,B05DB,Hypertonic solutions,4637B
463900BIS,B05DB,Hypertonic solutions,4639B
464000BIS,B05DB,Hypertonic solutions,4640B
324100BIS,B05CX10,combinations,3241B
326500BIS,B05XA16,cardioplegia solutions,3265B
354200BIS,B05XA16,cardioplegia solutions,3542B
349700BIS,B05DB,Hypertonic solutions,3497B
349800BIS,B05DB,Hypertonic solutions,3498B
350300BIS,B05DB,Hypertonic solutions,3503B
366100BIS,B05DB,Hypertonic solutions,3661B
449000BIS,B05DB,Hypertonic solutions,4490B
449800BIS,B05DB,Hypertonic solutions,4498B
513500BIS,B05DB,Hypertonic solutions,5135B
366200BIS,B05DB,Hypertonic solutions,3662B
449100BIS,B05DB,Hypertonic solutions,4491B
449900BIS,B05DB,Hypertonic solutions,4499B
464700BIS,B05DB,Hypertonic solutions,4647B
366300BIS,B05DB,Hypertonic solutions,3663B
449200BIS,B05DB,Hypertonic solutions,4492B
450000BIS,B05DB,Hypertonic solutions,4500B
464800BIS,B05DB,Hypertonic solutions,4648B
509600BIS,B05DB,Hypertonic solutions,5096B
509700BIS,B05DB,Hypertonic solutions,5097B
509800BIS,B05DB,Hypertonic solutions,5098B
510700BIS,B05DB,Hypertonic solutions,5107B
510800BIS,B05DB,Hypertonic solutions,5108B
510900BIS,B05DB,Hypertonic solutions,5109B
511000BIS,B05DB,Hypertonic solutions,5110B
511100BIS,B05DB,Hypertonic solutions,5111B
665700BIS,B05DB,Hypertonic solutions,6657B
665800BIS,B05DB,Hypertonic solutions,6658B
665900BIS,B05DB,Hypertonic solutions,6659B
707800BIS,B05DB,Hypertonic solutions,7078B
515300BIS,B05ZB,Hemofiltrates,5153B
681600BIS,B05DB,Hypertonic solutions,6816B
681800BIS,B05DB,Hypertonic solutions,6818B
682000BIS,B05DB,Hypertonic solutions,6820B
516900BIS,B05ZB,Hemofiltrates,5169B
517000BIS,B05ZB,Hemofiltrates,5170B
644300BIJ,B05DB,Hypertonic solutions,6443B
659300BIS,B05ZB,Hemofiltrates,6593B
659400BIS,B05ZB,Hemofiltrates,6594B
110530BIJ,A05BA06,ornithine oxoglurate,1105B
110531BIJ,A05BA06,ornithine oxoglurate,1105B
140701BIJ,V03AC01,deferoxamine,1407B
142501BIJ,V03AF02,dexrazoxane,1425B
150930BIJ,V03AB03,edetates,1509B
160430BIJ,V03AB25,flumazenil,1604B
160431BIJ,V03AB25,flumazenil,1604B
160432BIJ,V03AB25,flumazenil,1604B
160433BIJ,V03AB25,flumazenil,1604B
166502BIJ,V03AB32,glutathione,1665B
182534BIJ,V03AF03,calcium folinate,1825B
182535BIJ,V03AF03,calcium folinate,1825B
182536BIJ,V03AF03,calcium folinate,1825B
182537BIJ,V03AF03,calcium folinate,1825B
182539BIJ,V03AF03,calcium folinate,1825B
182531BIJ,V03AF03,calcium folinate,1825B
182533BIJ,V03AF03,calcium folinate,1825B
182530BIJ,V03AF03,calcium folinate,1825B
182532BIJ,V03AF03,calcium folinate,1825B
190930BIJ,V03AF01,mesna,1909B
228502BIJ,B05XA02,sodium bicarbonate,2285B
228536BIJ,B05XA02,sodium bicarbonate,2285B
360530BIJ,V03AB06,thiosulfate,3605B
363401BIJ,V03AB04,pralidoxime,3634B
566132BIJ,V03AF06,sodium folinate,5661B
566134BIJ,V03AF06,sodium folinate,5661B
439701BIJ,A16AB04,agalsidase beta,4397B
442101BIJ,V03AF07,rasburicase,4421B
466230BIJ,A16AB05,laronidase,4662B
498430BIJ,A16AB09,idursulfase,4984B
498530BIJ,A16AB08,galsulfase,4985B
499001BIJ,A16AB07,alglucosidase alfa,4990B
518730BIJ,A16AB09,idursulfase,5187B
637701BIJ,A16AB12,elosulfase alfa,6377B
637830BIJ,A16AB03,agalsidase alfa,6378B
637901BIJ,A16AB10,velaglucerase alfa,6379B
650405BIJ,A16AB13,asfotase alfa,6504B
650401BIJ,A16AB13,asfotase alfa,6504B
650402BIJ,A16AB13,asfotase alfa,6504B
650403BIJ,A16AB13,asfotase alfa,6504B
650404BIJ,A16AB13,asfotase alfa,6504B
721001BIJ,A16AB22,avalglucosidase alfa,7210B
170130BIJ,A10AC01,insulin (human),1701B
170131BIJ,A10AB01,insulin (human),1701B
170131BIJ,A10AC01,insulin (human),1701B
170430BIJ,A10AD01,insulin (human),1704B
170431BIJ,A10AD01,insulin (human),1704B
175330BIJ,A10AB04,insulin lispro,1753B
175331BIJ,A10AB04,insulin lispro,1753B
175332BIJ,A10AD04,insulin lispro,1753B
175333BIJ,A10AD04,insulin lispro,1753B
441330BIJ,A10AB05,insulin aspart,4413B
441331BIJ,A10AB05,insulin aspart,4413B
441332BIJ,A10AD05,insulin aspart,4413B
441333BIJ,A10AD05,insulin aspart,4413B
461830BIJ,A10AE04,insulin glargine,4618B
461831BIJ,A10AE04,insulin glargine,4618B
461832BIJ,A10AE04,insulin glargine,4618B
484930BIJ,A10AB06,insulin glulisine,4849B
484931BIJ,A10AB06,insulin glulisine,4849B
488730BIJ,A10AE05,insulin detemir,4887B
626700BIJ,A10AD06,insulin degludec and insulin aspart,6267B
626830BIJ,A10AE06,insulin degludec,6268B
639701BIJ,A10BJ05,dulaglutide,6397B
639702BIJ,A10BJ05,dulaglutide,6397B
666700BIJ,A10AE54,insulin glargine and lixisenatide,6667B
667000BIJ,A10AE54,insulin glargine and lixisenatide,6670B
693900BIJ,A10AE56,insulin degludec and liraglutide,6939B
130231BIJ,N06BX,Other psychostimulants and nootropics,1302B
130232BIJ,N06BX,Other psychostimulants and nootropics,1302B
140403BIJ,M03CA01,dantrolene,1404B
164301BIJ,B01AX,Other antithrombotic agents,1643B
173601BIJ,A16AB02,imiglucerase,1736B
173602BIJ,A16AB02,imiglucerase,1736B
207930BIJ,M05BA03,pamidronic acid,2079B
237830BIJ,A16AX01,thioctic acid,2378B
328200BIJ,B05BC,Solutions producing osmotic diuresis,3282B
354500BIJ,B05BC,Solutions producing osmotic diuresis,3545B
420731BIJ,M05BA08,zoledronic acid,4207B
420730BIJ,M05BA08,zoledronic acid,4207B
420732BIJ,M05BA08,zoledronic acid,4207B
461501BIJ,B01AX,Other antithrombotic agents,4615B
461502BIJ,B01AX,Other antithrombotic agents,4615B
480330BIJ,M05BA06,ibandronic acid,4803B
526030BIJ,M09AX01,hyaluronic acid,5260B
530045BIJ,M09AX01,hyaluronic acid,5300B
530046BIJ,M09AX01,hyaluronic acid,5300B
629001BIJ,M05BX04,denosumab,6290B
629002BIJ,M05BX04,denosumab,6290B
680701BIJ,M05BX06,romosozumab,6807B
691703BIJ,M05BX05,burosumab,6917B
691702BIJ,M05BX05,burosumab,6917B
691701BIJ,M05BX05,burosumab,6917B
691901BIJ,M09AX01,hyaluronic acid,6919B
104501BIJ,L03AC01,aldesleukin,1045B
120630BIJ,L01AB01,busulfan,1206B
123730BIJ,L01XA02,carboplatin,1237B
123731BIJ,L01XA02,carboplatin,1237B
123732BIJ,L01XA02,carboplatin,1237B
123733BIJ,L01XA02,carboplatin,1237B
123734BIJ,L01XA02,carboplatin,1237B
123735BIJ,L01XA02,carboplatin,1237B
134530BIJ,L01XA01,cisplatin,1345B
134533BIJ,L01XA01,cisplatin,1345B
134534BIJ,L01XA01,cisplatin,1345B
134830BIJ,L01BB04,cladribine,1348B
139005BIJ,L01AA01,cyclophosphamide,1390B
139633BIJ,L01BC01,cytarabine,1396B
139637BIJ,L01BC01,cytarabine,1396B
139631BIJ,L01BC01,cytarabine,1396B
139634BIJ,L01BC01,cytarabine,1396B
139635BIJ,L01BC01,cytarabine,1396B
139636BIJ,L01BC01,cytarabine,1396B
139638BIJ,L01BC01,cytarabine,1396B
139901BIJ,L01AX04,dacarbazine,1399B
139902BIJ,L01AX04,dacarbazine,1399B
148340BIJ,L01CD02,docetaxel,1483B
148344BIJ,L01CD02,docetaxel,1483B
148348BIJ,L01CD02,docetaxel,1483B
148346BIJ,L01CD02,docetaxel,1483B
148350BIJ,L01CD02,docetaxel,1483B
148351BIJ,L01CD02,docetaxel,1483B
148341BIJ,L01CD02,docetaxel,1483B
148342BIJ,L01CD02,docetaxel,1483B
157131BIJ,L01CB01,etoposide,1571B
157132BIJ,L01CB01,etoposide,1571B
160101BIJ,L01BB05,fludarabine,1601B
161430BIJ,L01BC02,fluorouracil,1614B
161431BIJ,L01BC02,fluorouracil,1614B
161432BIJ,L01BC02,fluorouracil,1614B
164930BIJ,L01BC05,gemcitabine,1649B
164931BIJ,L01BC05,gemcitabine,1649B
164932BIJ,L01BC05,gemcitabine,1649B
164933BIJ,L01BC05,gemcitabine,1649B
167201BIJ,L02AE03,goserelin,1672B
167202BIJ,L02AE03,goserelin,1672B
173301BIJ,L01AA06,ifosfamide,1733B
177430BIJ,L01CE02,irinotecan,1774B
177431BIJ,L01CE02,irinotecan,1774B
177433BIJ,L01CE02,irinotecan,1774B
177435BIJ,L01CE02,irinotecan,1774B
181401BIJ,L01XX02,asparaginase,1814B
181403BIJ,L01XX02,asparaginase,1814B
182630BIJ,L02AE02,leuprorelin,1826B
182602BIJ,L02AE02,leuprorelin,1826B
182604BIJ,L02AE02,leuprorelin,1826B
182605BIJ,L02AE02,leuprorelin,1826B
182606BIJ,L02AE02,leuprorelin,1826B
182608BIJ,L02AE02,leuprorelin,1826B
182611BIJ,L02AE02,leuprorelin,1826B
189902BIJ,L01AA03,melphalan,1899B
192142BIJ,L01BA01,methotrexate,1921B
192143BIJ,L01BA01,methotrexate,1921B
192139BIJ,L01BA01,methotrexate,1921B
192141BIJ,L01BA01,methotrexate,1921B
196530BIJ,L01DB07,mitoxantrone,1965B
198001BIJ,L01AC01,thiotepa,1980B
198003BIJ,L01AC01,thiotepa,1980B
205830BIJ,L01XA03,oxaliplatin,2058B
205834BIJ,L01XA03,oxaliplatin,2058B
205803BIJ,L01XA03,oxaliplatin,2058B
207830BIJ,L01CD01,paclitaxel,2078B
207831BIJ,L01CD01,paclitaxel,2078B
207832BIJ,L01CD01,paclitaxel,2078B
207833BIJ,L01CD01,paclitaxel,2078B
207835BIJ,L01CD01,paclitaxel,2078B
241901BIJ,L01CE01,topotecan,2419B
242830BIJ,L01FD01,trastuzumab,2428B
242801BIJ,L01FD01,trastuzumab,2428B
242802BIJ,L01FD01,trastuzumab,2428B
244930BIJ,L02AE04,triptorelin,2449B
244902BIJ,L02AE04,triptorelin,2449B
247830BIJ,L01CA01,vinblastine,2478B
248030BIJ,L01CA02,vincristine,2480B
248031BIJ,L01CA02,vincristine,2480B
248230BIJ,L01CA04,vinorelbine,2482B
248231BIJ,L01CA04,vinorelbine,2482B
422630BIJ,L01FA01,rituximab,4226B
422631BIJ,L01FA01,rituximab,4226B
422603BIJ,L01FA01,rituximab,4226B
452801BIJ,L01CE04,belotecan,4528B
463301BIJ,L01XG01,bortezomib,4633B
463302BIJ,L01XG01,bortezomib,4633B
467501BIJ,L02AE04,triptorelin,4675B
467502BIJ,L02AE04,triptorelin,4675B
481230BIJ,L01BA04,pemetrexed,4812B
481231BIJ,L01BA04,pemetrexed,4812B
481232BIJ,L01BA04,pemetrexed,4812B
481235BIJ,L01BA04,pemetrexed,4812B
481234BIJ,L01BA04,pemetrexed,4812B
481239BIJ,L01BA04,pemetrexed,4812B
481203BIJ,L01BA04,pemetrexed,4812B
484301BIJ,L01BC07,azacitidine,4843B
484302BIJ,L01BC07,azacitidine,4843B
495601BIJ,L01BC08,decitabine,4956B
495602BIJ,L01BC08,decitabine,4956B
503701BIJ,L01CD01,paclitaxel,5037B
554330BIJ,L01FG01,bevacizumab,5543B
554331BIJ,L01FG01,bevacizumab,5543B
556430BIJ,L01FE01,cetuximab,5564B
568230BIJ,L01EG01,temsirolimus,5682B
568931BIJ,L02BA03,fulvestrant,5689B
588430BIJ,L01XX27,arsenic trioxide,5884B
588431BIJ,L01XX27,arsenic trioxide,5884B
613901BIJ,L01CD04,cabazitaxel,6139B
614330BIJ,L01BB06,clofarabine,6143B
614601BIJ,L01AA09,bendamustine,6146B
614602BIJ,L01AA09,bendamustine,6146B
621330BIJ,L01XX41,eribulin,6213B
624401BIJ,L02BX02,degarelix,6244B
624402BIJ,L02BX02,degarelix,6244B
624501BIJ,L01FX05,brentuximab vedotin,6245B
624601BIJ,L01FD02,pertuzumab,6246B
626001BIJ,L01FD03,trastuzumab emtansine,6260B
626002BIJ,L01FD03,trastuzumab emtansine,6260B
628901BIJ,L01FA03,obinutuzumab,6289B
633330BIJ,L01FX04,ipilimumab,6333B
633331BIJ,L01FX04,ipilimumab,6333B
638401BIJ,L01FF01,nivolumab,6384B
638402BIJ,L01FF01,nivolumab,6384B
638403BIJ,L01FF01,nivolumab,6384B
639001BIJ,L01FF02,pembrolizumab,6390B
639301BIJ,L01FG02,ramucirumab,6393B
639302BIJ,L01FG02,ramucirumab,6393B
647701BIJ,L01FX07,blinatumomab,6477B
647801BIJ,L01XG02,carfilzomib,6478B
647802BIJ,L01XG02,carfilzomib,6478B
647901BIJ,L04AC11,siltuximab,6479B
647902BIJ,L04AC11,siltuximab,6479B
657701BIJ,L01FF05,atezolizumab,6577B
658801BIJ,L01XX44,aflibercept,6588B
658802BIJ,L01XX44,aflibercept,6588B
666002BIJ,L01CE02,irinotecan,6660B
667101BIJ,L01FC01,daratumumab,6671B
667102BIJ,L01FC01,daratumumab,6671B
676501BIJ,L01FB01,inotuzumab ozogamicin,6765B
676901BIJ,L01FF03,durvalumab,6769B
676902BIJ,L01FF03,durvalumab,6769B
678801BIJ,L01FF04,avelumab,6788B
706201BIJ,L01XL04,tisagenlecleucel,7062B
713401BIJ,L01FX09,mogamulizumab,7134B
713601BIJ,L01FD04,trastuzumab deruxtecan,7136B
716601BIJ,L01FF07,dostarlimab,7166B
114301BIJ,L03AX03,BCG vaccine,1143B
188801BIJ,V09BA02,technetium (99mTc) medronic acid,1888B
368401BIJ,V09FX01,technetium (99mTc) pertechnetate,3684B
368501BIJ,V09GX01,thallium (201Tl) chloride,3685B
368628BIJ,V09FX02,sodium iodide (123I),3686B
368701BIJ,V09GA02,technetium (99mTc) tetrofosmin,3687B
368901BIJ,V09AA01,technetium (99mTc) exametazime,3689B
369000BIJ,V09AA,Technetium (99mTc) compounds,3690B
369101BIJ,V09GA01,technetium (99mTc) sestamibi,3691B
369401BIJ,V09CA02,technetium (99mTc) succimer,3694B
369403BIJ,V09CA02,technetium (99mTc) succimer,3694B
369501BIJ,V09CA01,technetium (99mTc) pentetic acid,3695B
369503BIJ,V09CA01,technetium (99mTc) pentetic acid,3695B
369601BIJ,V09CX,Other renal system diagnostic radiopharmaceuticals,3696B
369901BIJ,V09BA03,technetium (99mTc) pyrophosphate,3699B
370002BIJ,V09DB07,technetium (99mTc) phytate,3700B
382301BIJ,V09BA01,technetium (99mTc) oxidronic acid,3823B
418700BIJ,V09IB01,indium (111In) pentetreotide,4187B
428201BIJ,V09XA01,iodine (131I) norcholesterol,4282B
430401BIJ,V09AB,Iodine (123I) compounds,4304B
448801BIJ,V09B,SKELETON,4488B
472703BIJ,V09IX02,iobenguane (131I),4727B
472705BIJ,V09IX02,iobenguane (131I),4727B
472706BIJ,V09IX02,iobenguane (131I),4727B
472707BIJ,V09IX02,iobenguane (131I),4727B
472708BIJ,V09IX02,iobenguane (131I),4727B
472709BIJ,V09IX02,iobenguane (131I),4727B
472710BIJ,V09IX02,iobenguane (131I),4727B
482501BIJ,V09IX04,fludeoxyglucose (18F),4825B
490201BIJ,V09DA04,technetium (99mTc) mebrofenin,4902B
648001BIJ,V09IX05,fluorodopa (18F),6480B
691301BIJ,V10XX04,lutetium (177Lu) oxodotreotide,6913B
383502BIJ,L04AB02,infliximab,3835B
383501BIJ,L04AB02,infliximab,3835B
455830BIJ,L04AB01,etanercept,4558B
455831BIJ,L04AB01,etanercept,4558B
455803BIJ,L04AB01,etanercept,4558B
488431BIJ,L04AB04,adalimumab,4884B
488433BIJ,L04AB04,adalimumab,4884B
488430BIJ,L04AB04,adalimumab,4884B
503630BIJ,S01LA04,ranibizumab,5036B
503631BIJ,S01LA04,ranibizumab,5036B
503632BIJ,S01LA04,ranibizumab,5036B
512230BIJ,L04AA24,abatacept,5122B
512201BIJ,L04AA24,abatacept,5122B
517801BIJ,L04AC03,anakinra,5178B
617901BIJ,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,6179B
623930BIJ,S01LA05,aflibercept,6239B
623931BIJ,S01LA05,aflibercept,6239B
641301BIJ,L04AG05,vedolizumab,6413B
641302BIJ,L04AG05,vedolizumab,6413B
689602BIJ,S01LA06,brolucizumab,6896B
708801BIJ,M09AX09,onasemnogene abeparvovec,7088B
718101BIJ,S01LA09,faricimab,7181B
800800BIJ,M09AX,Other drugs for disorders of the musculo-skeletal system,8008B
115502BIJ,J01CE08,benzathine benzylpenicillin,1155B
184231BIJ,J01FF02,lincomycin,1842B
234901BIJ,J01XA02,teicoplanin,2349B
234902BIJ,J01XA02,teicoplanin,2349B
234903BIJ,J01XA02,teicoplanin,2349B
247203BIJ,J01XA01,vancomycin,2472B
247204BIJ,J01XA01,vancomycin,2472B
247205BIJ,J01XA01,vancomycin,2472B
412930BIJ,J01XX08,linezolid,4129B
567104BIJ,J01XX09,daptomycin,5671B
567105BIJ,J01XX09,daptomycin,5671B
106831BIJ,J01GB06,amikacin,1068B
106833BIJ,J01GB06,amikacin,1068B
240841BIJ,J01GB01,tobramycin,2408B
240843BIJ,J01GB01,tobramycin,2408B
484201BIJ,J01XB01,colistin,4842B
717000BIJ,J01DD52,ceftazidime and beta-lactamase inhibitor,7170B
232101BIJ,J01GA01,streptomycin,2321B
112734BIJ,J01FA10,azithromycin,1127B
108501BIJ,J02AA01,amphotericin B,1085B
210301BIJ,P01CX01,pentamidine isethionate,2103B
140601BIJ,L01DB02,daunorubicin,1406B
149430BIJ,L01DB01,doxorubicin,1494B
149431BIJ,L01DB01,doxorubicin,1494B
149432BIJ,L01DB01,doxorubicin,1494B
149433BIJ,L01DB01,doxorubicin,1494B
149435BIJ,L01DB01,doxorubicin,1494B
152730BIJ,L01DB03,epirubicin,1527B
152731BIJ,L01DB03,epirubicin,1527B
173002BIJ,L01DB06,idarubicin,1730B
196401BIJ,L01DC03,mitomycin,1964B
108201BIJ,J01CA04,amoxicillin,1082B
108203BIJ,J01CA04,amoxicillin,1082B
108603BIJ,J01CA01,ampicillin,1086B
125401BIJ,J01DC03,cefamandole,1254B
125701BIJ,J01DB04,cefazolin,1257B
125802BIJ,J01DC13,cefbuperazone,1258B
126101BIJ,J01DE01,cefepime,1261B
126103BIJ,J01DE01,cefepime,1261B
126501BIJ,J01DC09,cefmetazole,1265B
126502BIJ,J01DC09,cefmetazole,1265B
126504BIJ,J01DC09,cefmetazole,1265B
126601BIJ,J01DC12,cefminox,1266B
126701BIJ,J01DD09,cefodizime,1267B
127101BIJ,J01DD01,cefotaxime,1271B
127102BIJ,J01DD01,cefotaxime,1271B
127103BIJ,J01DD01,cefotaxime,1271B
127201BIJ,J01DC05,cefotetan,1272B
127204BIJ,J01DC05,cefotetan,1272B
127301BIJ,J01DC07,cefotiam,1273B
127302BIJ,J01DC07,cefotiam,1273B
127303BIJ,J01DC07,cefotiam,1273B
127304BIJ,J01DC07,cefotiam,1273B
127501BIJ,J01DC01,cefoxitin,1275B
127701BIJ,J01DD11,cefpiramide,1277B
128301BIJ,J01DD02,ceftazidime,1283B
128302BIJ,J01DD02,ceftazidime,1283B
128303BIJ,J01DD02,ceftazidime,1283B
128501BIJ,J01DB12,ceftezole,1285B
128502BIJ,J01DB12,ceftezole,1285B
128503BIJ,J01DB12,ceftezole,1285B
128701BIJ,J01DD07,ceftizoxime,1287B
